id,profileName,profileData,make,model,equipment_type
16474,JD 7000,"{""quote_id"":"""",""last_tab"":""0"",""customer_id"":""20108"",""profileName"":""JD 7000"",""orig_profileName"":""JD 7000"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":"""",""cmbModelYear"":""1979"",""cmbFrame"":"""",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":"""",""cmbMeterType"":"""",""cmbMeterDrive"":"""",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""B"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":"""",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbDisconnectBrand"":"""",""txtDisconnectSections"":"""",""ClutchBrand"":"""",""ClutchSections"":""0"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":"""",""cmbGPSMake"":""None"",""cmbGPSModel"":"""",""cmbGPSAccuracy"":""None"",""cmbRadar"":""None""}",John Deere,,Planter
16464,John Deere - JD1735,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""John Deere - JD1735"",""cmbMake"":""John Deere"",""cmbModel"":""JD1735"",""cmbModelYear"":""2008"",""cmbFrame"":""Rigid Narrow Row"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Vac-eSet"",""cmbMeterDrive"":""ProShaft"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""J"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":""John Deere"",""VRMotors"":""3"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""7530"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":"""",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""None"",""chkSeedSense"":""1"",""chkeSet"":""1"",""chkFieldView"":""1"",""chkSRM"":""1"",""chkDeltaForce"":""1""}",John Deere,JD1735,Planter
16404,Kinze - 2100,"{""quote_id"":""76899"",""last_tab"":""4"",""customer_id"":""153591"",""profileName"":""Kinze - 2100"",""orig_profileName"":""Kinze - 2100"",""saveAs"":"""",""cmbMake"":""Kinze"",""cmbModel"":""2100"",""cmbModelYear"":""1997"",""cmbFrame"":""Rigid"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Finger-Kinze"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""New Holland"",""cmbTractorModel"":""140 Standard"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Case MX & STX""}",Kinze,2100,Planter
16396,White - 8523,"{""quote_id"":"""",""last_tab"":""5"",""customer_id"":""25914"",""profileName"":""White - 8523"",""orig_profileName"":""White - 8523"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8523"",""cmbModelYear"":""2009"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12/23"",""cmbRowSpacing"":""15\"" Split Row"",""txtRows"":""23"",""txtRegArmRow"":""23"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Other"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""VRBrand"":""White"",""VRMotors"":""2"",""cmbTractorMake"":""New Holland"",""cmbTractorModel"":""6070 Plus"",""cmbGPSMake"":""None"",""cmbGPSModel"":""None"",""cmbGPSAccuracy"":""None"",""cmbRadar"":""None""}",White,8523,Planter
16270,MURRAY DUNBAR White - 9182,"{""quote_id"":""75835"",""last_tab"":""0"",""customer_id"":""261"",""profileName"":""MURRAY DUNBAR White - 9182"",""orig_profileName"":""MURRAY DUNBAR White - 9182"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""9182"",""cmbModelYear"":""2016"",""cmbFrame"":""Forward Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-115(JD7000, 7200, 1700, KZ)"",""cmbFloater"":""None (4 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":"""",""chkSeedSense"":""1""}",White,9182,Planter
16232,White - 9776. 2,"{""quote_id"":"""",""last_tab"":""6"",""customer_id"":""25914"",""profileName"":""White - 9776. 2"",""orig_profileName"":""White - 9776. 2"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""9776"",""cmbModelYear"":""2017"",""cmbFrame"":""3pt Stacker"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Other"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""White"",""ClutchSections"":""16"",""VRBrand"":""White"",""VRMotors"":""2"",""cmbTractorMake"":""Challenger"",""cmbTractorModel"":""765B"",""cmbGPSMake"":""AgLeader"",""cmbGPSModel"":"""",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""None"",""chkCleanSweep"":""1""}",White,9776,Planter
16024,Kinze - 3110,"{""quote_id"":""74071"",""last_tab"":""0"",""customer_id"":""34979"",""profileName"":""Kinze - 3110"",""orig_profileName"":""Kinze - 3110"",""saveAs"":"""",""cmbMake"":""Kinze"",""cmbModel"":""3110"",""cmbModelYear"":""2009"",""cmbFrame"":""Rigid"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""KPM I"",""cmbMeterType"":""Vac-Kinze"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":""New Holland"",""cmbTractorModel"":""305"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Case MX & STX""}",Kinze,3110,Planter
15563,White - 8722,"{""quote_id"":"""",""last_tab"":""4"",""profileName"":""White - 8722"",""cmbMake"":""White"",""cmbModel"":""8722"",""cmbModelYear"":""2006"",""cmbFrame"":""Vertical Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""Other"",""cmbFloater"":"""",""chkFMFertCoulter"":""1"",""cmbCoulterType"":""optYS"",""cmbCoulterType_other"":"""",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,8722,Planter
15481,"White - 8788 32-22""","{""quote_id"":"""",""last_tab"":""0"",""profileName"":""White - 8788 32-22\"""",""cmbMake"":""White"",""cmbModel"":""8788"",""cmbModelYear"":""2011"",""cmbFrame"":""3pt Stacker"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""32"",""cmbRowSpacing"":""22\"""",""txtRows"":""32"",""txtRegArmRow"":""32"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Other"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""TruCount Pneumatic"",""ClutchSections"":""32"",""VRBrand"":""Precision Planting"",""VRMotors"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":"""",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Case MX & STX""}",White,8788,Planter
15379,White - 8708,"{""quote_id"":"""",""last_tab"":""0"",""customer_id"":""22811"",""profileName"":""White - 8708"",""orig_profileName"":""White - 8708"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8708"",""cmbModelYear"":""2005"",""cmbFrame"":""3pt Mounted"",""cmbDriveSys"":"""",""txtMonitor"":""Dickey-John"",""cmbMeterType"":"""",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""8"",""cmbRowSpacing"":""30\"""",""txtRows"":""8"",""txtRegArmRow"":""8"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,8708,Planter
15172,keiss,"{""quote_id"":"""",""last_tab"":""0"",""profileName"":""keiss"",""cmbMake"":"""",""cmbModel"":"""",""cmbModelYear"":"""",""cmbFrame"":"""",""cmbDriveSys"":"""",""txtMonitor"":"""",""cmbMeterType"":"""",""cmbMeterDrive"":"""",""HopperCenFill"":"""",""DownforceSystem"":"""",""cmbRowConfiguration"":"""",""cmbRowSpacing"":"""",""txtRows"":"""",""txtRegArmRow"":"""",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbDisconnectBrand"":"""",""txtDisconnectSections"":"""",""ClutchBrand"":"""",""ClutchSections"":""0"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",,,Planter
14766,Paul Gaw  White - 8606,"{""quote_id"":""66810"",""last_tab"":""0"",""customer_id"":""261"",""profileName"":""Paul Gaw  White - 8606"",""orig_profileName"":""Paul Gaw  White - 8606"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8606"",""cmbModelYear"":""2010"",""cmbFrame"":""Rigid"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""6"",""cmbRowSpacing"":""30\"""",""txtRows"":""6"",""txtRegArmRow"":""6"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""AgLeader SureStop"",""ClutchSections"":""6"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""385 - HD"",""cmbGPSMake"":""Outback"",""cmbGPSModel"":""S^TS"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""None""}",White,8606,Planter
14761,John Deere - 40' Male Row,"{""quote_id"":""67176"",""last_tab"":""6"",""customer_id"":""17290"",""profileName"":""John Deere - 40&#39; Male Row"",""orig_profileName"":""John Deere - 40&#39; Male Row"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""JD1715"",""cmbModelYear"":""2014"",""cmbFrame"":""Vertical Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""CompuTrak"",""cmbMeterType"":""Vac-vSet"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""I"",""cmbRowConfiguration"":""4"",""cmbRowSpacing"":""30\"""",""txtRows"":""4"",""txtRegArmRow"":""4"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""6420"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire 3000"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""John Deere 00, 10 or 20 Series"",""chkSeedSense"":""1"",""chkFieldView"":""1"",""chkFirmers"":""1"",""chkSRM"":""1"",""chkDeltaForce"":""1""}",John Deere,JD1715,Planter
14700,White - 8716,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""White - 8716"",""cmbMake"":""White"",""cmbModel"":""8716"",""cmbModelYear"":""2014"",""cmbFrame"":""3pt Mounted"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""VRBrand"":""White"",""VRMotors"":""3"",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":"""",""chkSeedSense"":""1"",""chkAirForce"":""1""}",White,8716,Planter
13911,Kinze - Rear Fold,"{""quote_id"":"""",""last_tab"":""1"",""profileName"":""Kinze - Rear Fold"",""cmbMake"":""Kinze"",""cmbModel"":""Rear Fold"",""cmbModelYear"":""1988"",""cmbFrame"":""Rear Fold"",""cmbDriveSys"":"""",""txtMonitor"":""AgLeader"",""cmbMeterType"":""Finger-Kinze"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""AgLeader SureVac"",""ClutchSections"":""12"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8245R"",""cmbGPSMake"":""AgLeader"",""cmbGPSModel"":""1500"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""John Deere 30 or R Series""}",Kinze,Rear Fold,Planter
13521,White - 8531,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""White - 8531"",""cmbMake"":""White"",""cmbModel"":""8531"",""cmbModelYear"":""2012"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""32"",""cmbRowSpacing"":""30\"""",""txtRows"":""32"",""txtRegArmRow"":""32"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Other"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""TruCount Pneumatic"",""ClutchSections"":""32"",""VRBrand"":""White"",""VRMotors"":""2"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""245"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""Case MX & STX"",""chkSeedSense"":""1""}",White,8531,Planter
12418,White - 8342,"{""quote_id"":"""",""last_tab"":""6"",""customer_id"":""134741"",""profileName"":""White - 8342"",""cmbMake"":""White"",""cmbModel"":""8342"",""cmbModelYear"":""2001"",""cmbFrame"":""Rear Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""1"",""cmbDisconnectBrand"":""TruCount Electric"",""txtDisconnectSections"":""2"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""4440"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire ITC"",""cmbGPSAccuracy"":""SF1"",""cmbRadar"":""None"",""chkFirmers"":""1""}",White,8342,Planter
12103,White - 9523,"{""quote_id"":"""",""last_tab"":""0"",""customer_id"":""133408"",""profileName"":""White - 9523"",""cmbMake"":""White"",""cmbModel"":""9523"",""cmbModelYear"":""2014"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""23"",""cmbRowSpacing"":""15\"""",""txtRows"":""23"",""txtRegArmRow"":""23"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Other"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""TruCount Pneumatic"",""ClutchSections"":""4"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""Agco"",""cmbTractorModel"":""155A"",""cmbGPSMake"":""Other"",""cmbGPSModel"":""Other"",""cmbGPSAccuracy"":""None"",""cmbRadar"":""None""}",White,9523,Planter
10721,Kinze - 3120,"{""quote_id"":""46147"",""last_tab"":""0"",""customer_id"":""1104"",""profileName"":""Kinze - 3120"",""orig_profileName"":""Kinze - 3120"",""saveAs"":"""",""cmbMake"":""Kinze"",""cmbModel"":""3120"",""cmbModelYear"":""2014"",""cmbFrame"":""Vertical Fold"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""KPM III"",""cmbMeterType"":""Vac-Kinze"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""M"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""AgLeader SureStop"",""ClutchSections"":""12"",""VRBrand"":""Kinze"",""VRMotors"":""2"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""4055"",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",Kinze,3120,Planter
9937,CNH - 1250,"{""quote_id"":""42211"",""last_tab"":""0"",""customer_id"":""14100"",""profileName"":""CNH - 1250"",""orig_profileName"":""CNH - 1250"",""saveAs"":"""",""cmbMake"":""CNH"",""cmbModel"":""1250"",""cmbModelYear"":""2015"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey John/Early Riser"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""O"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Challenger"",""cmbTractorModel"":""745B"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Dickey-John""}",CNH,1250,Planter
9910,Tieman CNH - 1240,"{""quote_id"":""42097"",""last_tab"":""2"",""customer_id"":""1087"",""profileName"":""Tieman CNH - 1240 "",""orig_profileName"":""Tieman CNH - 1240 "",""saveAs"":"""",""cmbMake"":""CNH"",""cmbModel"":""1240"",""cmbModelYear"":""2011"",""cmbFrame"":""Pivot Transport"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""600/Universal"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""N"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""240"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""Omnistar XP"",""cmbRadar"":""Case MX & STX""}",CNH,1240,Planter
9893,CNH - 1230 12 bur,"{""quote_id"":""42035"",""last_tab"":""1"",""customer_id"":""35472"",""profileName"":""CNH - 1230 12 bur"",""orig_profileName"":""CNH - 1230 12 bur"",""saveAs"":"""",""cmbMake"":""CNH"",""cmbModel"":""1230"",""cmbModelYear"":""2005"",""cmbFrame"":""Stackbar"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""600/Universal"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""O"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",CNH,1230,Planter
9877,CNH - 1220,"{""quote_id"":""41970"",""last_tab"":""0"",""customer_id"":""957"",""profileName"":""CNH - 1220"",""orig_profileName"":""CNH - 1220"",""saveAs"":"""",""cmbMake"":""CNH"",""cmbModel"":""1220"",""cmbModelYear"":""2013"",""cmbFrame"":""Rigid Trailing"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""600/Universal"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""O"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""38\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":""CNH"",""VRMotors"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""275"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""Omnistar XP"",""cmbRadar"":""None""}",CNH,1220,Planter
9758,White - 8108,"{""quote_id"":""47999"",""last_tab"":""0"",""customer_id"":""35121"",""profileName"":""White - 8108"",""orig_profileName"":""White - 8108"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8608"",""cmbModelYear"":""2008"",""cmbFrame"":""Rigid"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""8"",""cmbRowSpacing"":""20\"""",""txtRows"":""8"",""txtRegArmRow"":""8"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Other"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""115"",""cmbGPSMake"":""None"",""cmbGPSModel"":""None"",""cmbGPSAccuracy"":""None"",""cmbRadar"":""None""}",White,8608,Planter
